hands,p0_kind,p1_kind,p0_wins,p1_wins,ties,total_p0_profit,avg_p0_profit_per_hand,bb_per_100,max_drawdown,final_bankroll,avg_steps,showdown_rate,fold_rate,avg_peak_pot
5000,mode,random,666,94,4240,5290,1.058000,52.900000,120,5330,1.815200,0.068400,0.931600,9.780000
