hands,p0_kind,p1_kind,p0_wins,p1_wins,ties,total_p0_profit,avg_p0_profit_per_hand,bb_per_100,max_drawdown,final_bankroll,avg_steps,showdown_rate,fold_rate,avg_peak_pot
5000,mode,random,671,86,4243,9810,1.962000,98.100000,263,9910,1.827800,0.063200,0.936800,18.459600
